CustomerID,Recency,Monetary,Frequency,RecencyQuartile,MonetaryQuartile,FrequencyQuartile,RMFSegment,RMFScore,Cluster,Segments,ClusterSegments
12468,188,729.5400000000001,38,1,3,3,133,7,3,at_Risk,Gold
12471,2,19824.05,460,5,5,5,555,15,1,champions,Platinum
12472,32,6572.11,339,4,5,5,455,14,1,loyal_customers,Platinum
12473,29,3938.5499999999997,168,4,5,5,455,14,1,loyal_customers,Platinum
12474,17,7375.79,424,4,5,5,455,14,1,loyal_customers,Platinum
12475,54,723.38,36,3,3,3,333,9,3,need_attention,Gold
12476,16,6816.42,233,4,5,5,455,14,1,loyal_customers,Platinum
12477,23,13219.74,300,4,5,5,455,14,1,loyal_customers,Platinum
12478,4,680.99,36,5,3,3,533,11,2,potential_loyalists,Silver
12479,11,527.2,31,5,3,3,533,11,2,potential_loyalists,Silver
12480,28,3281.63,154,4,5,5,455,14,1,loyal_customers,Platinum
12481,23,5596.32,217,4,5,5,455,14,1,loyal_customers,Platinum
12483,17,2484.98,75,4,5,4,454,13,1,loyal_customers,Platinum
12484,33,4541.72,346,4,5,5,455,14,1,loyal_customers,Platinum
12488,10,1298.66,55,5,4,3,543,12,2,champions,Silver
12489,336,334.93,15,1,2,2,122,5,0,hibernating,Bronze
12490,5,5417.93,245,5,5,5,555,15,1,champions,Platinum
12491,39,460.40000000000003,26,3,2,2,322,7,2,about_to_sleep,Silver
12492,63,263.21000000000004,20,3,2,2,322,7,0,about_to_sleep,Bronze
12493,166,433.74,22,2,2,2,222,6,0,hibernating,Bronze
12494,16,1246.1000000000001,77,4,4,4,444,12,3,loyal_customers,Gold
12497,82,1043.1,14,2,4,1,241,7,3,at_Risk,Gold
12498,21,403.70000000000005,23,4,2,2,422,8,2,potential_loyalists,Silver
12500,23,4257.82,61,4,5,4,454,13,1,loyal_customers,Platinum
12501,337,2169.39,149,1,5,5,155,11,3,at_Risk,Gold
12502,96,3723.87,147,2,5,5,255,12,3,at_Risk,Gold
12504,18,482.04999999999995,9,4,2,1,421,7,2,potential_loyalists,Silver
12506,233,73.5,23,1,1,2,112,4,0,hibernating,Bronze
12507,134,1304.81,21,2,4,2,242,8,3,at_Risk,Gold
12508,26,398.27,69,4,2,4,424,10,2,potential_loyalists,Silver
12509,284,176.5,7,1,1,1,111,3,0,hibernating,Bronze
12510,143,982.5699999999999,33,2,4,3,243,9,3,at_Risk,Gold
12512,66,138.03,34,3,1,3,313,7,0,about_to_sleep,Bronze
12513,113,612.29,35,2,3,3,233,8,3,at_Risk,Gold
12514,267,1017.68,51,1,4,3,143,8,3,at_Risk,Gold
12515,353,383.7,16,1,2,2,122,5,0,hibernating,Bronze
12516,78,1312.06,26,2,4,2,242,8,3,at_Risk,Gold
12517,28,2502.84,284,4,5,5,455,14,1,loyal_customers,Platinum
12518,1,2056.89,124,5,5,5,555,15,1,champions,Platinum
12519,64,340.84,18,3,2,2,322,7,0,about_to_sleep,Bronze
12520,79,2634.26,152,2,5,5,255,12,3,at_Risk,Gold
12521,143,599.68,38,2,3,3,233,8,3,at_Risk,Gold
12522,39,192.72,12,3,1,1,311,5,0,about_to_sleep,Bronze
12523,19,1789.77,106,4,4,4,444,12,1,loyal_customers,Platinum
12524,9,4485.72,144,5,5,5,555,15,1,champions,Platinum
12526,1,1316.66,71,5,4,4,544,13,1,champions,Platinum
12527,82,348.71000000000004,18,2,2,2,222,6,0,hibernating,Bronze
12528,9,1933.48,92,5,4,4,544,13,1,champions,Platinum
12530,60,1662.28,66,3,4,4,344,11,3,loyal_customers,Gold
12531,15,125.22,17,4,1,2,412,7,2,promising,Silver
12532,30,349.83000000000004,16,4,2,2,422,8,2,potential_loyalists,Silver
12534,131,1089.18,63,2,4,4,244,10,3,at_Risk,Gold
12535,92,716.35,34,2,3,3,233,8,3,at_Risk,Gold
12536,43,12601.830000000002,261,3,5,5,355,13,1,loyal_customers,Platinum
12538,29,363.95,21,4,2,2,422,8,2,potential_loyalists,Silver
12539,22,5568.35,273,4,5,5,455,14,1,loyal_customers,Platinum
12540,20,13400.24,478,4,5,5,455,14,1,loyal_customers,Platinum
12541,30,981.18,52,4,4,3,443,11,3,loyal_customers,Gold
12544,36,372.7,19,3,2,2,322,7,2,about_to_sleep,Silver
12545,75,1000.39,50,2,4,3,243,9,3,at_Risk,Gold
12546,47,1161.5,69,3,4,4,344,11,3,loyal_customers,Gold
12547,198,207.79999999999998,8,1,1,1,111,3,0,hibernating,Bronze
12548,166,95.19999999999999,5,2,1,1,211,4,0,hibernating,Bronze
12550,79,964.83,57,2,4,3,243,9,3,at_Risk,Gold
12551,358,168.0,10,1,1,1,111,3,0,hibernating,Bronze
12552,39,437.82,20,3,2,2,322,7,2,about_to_sleep,Silver
12553,8,3692.28,191,5,5,5,555,15,1,champions,Platinum
12556,50,603.71,121,3,3,4,334,10,3,need_attention,Gold
12557,16,11990.960000000001,33,4,5,3,453,12,1,loyal_customers,Platinum
12558,8,269.96,11,5,2,1,521,8,2,potential_loyalists,Silver
12559,311,561.71,21,1,3,2,132,6,0,at_Risk,Bronze
12560,5,2134.01,105,5,5,4,554,14,1,champions,Platinum
12561,303,238.85,16,1,1,2,112,4,0,hibernating,Bronze
12562,8,3781.7400000000002,168,5,5,5,555,15,1,champions,Platinum
12564,261,456.9,21,1,2,2,122,5,0,hibernating,Bronze
12565,289,145.92,9,1,1,1,111,3,0,hibernating,Bronze
12566,86,351.65,19,2,2,2,222,6,0,hibernating,Bronze
12567,23,9401.28,446,4,5,5,455,14,1,loyal_customers,Platinum
12569,2,4124.69,188,5,5,5,555,15,1,champions,Platinum
12571,40,519.61,34,3,3,3,333,9,2,need_attention,Silver
12572,9,1020.42,60,5,4,4,544,13,2,champions,Silver
12573,227,160.54000000000002,28,1,1,2,112,4,0,hibernating,Bronze
12574,316,218.45,11,1,1,1,111,3,0,hibernating,Bronze
12576,36,1315.83,88,3,4,4,344,11,3,loyal_customers,Gold
12577,35,657.8,147,3,3,5,335,11,3,need_attention,Gold
12578,21,2794.51,114,4,5,4,454,13,1,loyal_customers,Platinum
12579,78,440.42,29,2,2,2,222,6,3,hibernating,Gold
12580,247,415.7,24,1,2,2,122,5,0,hibernating,Bronze
12581,40,197.71,15,3,1,2,312,6,0,about_to_sleep,Bronze
12582,239,511.36,22,1,3,2,132,6,0,at_Risk,Bronze
12583,3,7281.38,247,5,5,5,555,15,1,champions,Platinum
12584,4,2338.15,96,5,5,4,554,14,1,champions,Platinum
12585,234,2040.1,87,1,4,4,144,9,3,at_Risk,Gold
12586,17,196.94000000000003,11,4,1,1,411,6,2,promising,Silver
12587,8,144.0,4,5,1,1,511,7,2,new_customers,Silver
12588,39,214.89999999999998,10,3,1,1,311,5,0,about_to_sleep,Bronze
12589,29,646.68,35,4,3,3,433,10,2,potential_loyalists,Silver
12590,211,9864.26,68,1,5,4,154,10,3,at_Risk,Gold
12591,317,452.84999999999997,26,1,2,2,122,5,0,hibernating,Bronze
12592,92,437.6,18,2,2,2,222,6,0,hibernating,Bronze
12593,109,418.09999999999997,21,2,2,2,222,6,0,hibernating,Bronze
12594,38,3338.2200000000003,118,3,5,4,354,12,3,loyal_customers,Gold
12596,51,618.27,27,3,3,2,332,8,3,need_attention,Gold
12597,19,3811.22,206,4,5,5,455,14,1,loyal_customers,Platinum
12598,10,3023.08,132,5,5,5,555,15,1,champions,Platinum
12599,29,1032.58,62,4,4,4,444,12,3,loyal_customers,Gold
12600,29,2599.04,64,4,5,4,454,13,3,loyal_customers,Gold
12601,190,577.0600000000001,28,1,3,2,132,6,0,at_Risk,Bronze
12602,59,153.12,12,3,1,1,311,5,0,about_to_sleep,Bronze
12603,22,739.1999999999999,2,4,3,1,431,8,0,potential_loyalists,Bronze
12604,79,254.18,16,2,2,2,222,6,0,hibernating,Bronze
12607,60,1579.51,101,3,4,4,344,11,3,loyal_customers,Gold
12609,78,1126.85,60,2,4,4,244,10,3,at_Risk,Gold
12610,23,2099.54,106,4,5,4,454,13,3,loyal_customers,Gold
12611,52,1193.32,65,3,4,4,344,11,3,loyal_customers,Gold
12612,74,704.0400000000001,19,2,3,2,232,7,3,at_Risk,Gold
12613,57,3344.38,153,3,5,5,355,13,3,loyal_customers,Gold
12614,278,315.6,20,1,2,2,122,5,0,hibernating,Bronze
12615,2,2291.19,105,5,5,4,554,14,1,champions,Platinum
12616,95,713.3,32,2,3,3,233,8,3,at_Risk,Gold
12617,29,355.53,42,4,2,3,423,9,2,potential_loyalists,Silver
12618,22,177.31,11,4,1,1,411,6,2,promising,Silver
12619,16,3641.24,90,4,5,4,454,13,1,loyal_customers,Platinum
12620,15,1339.41,92,4,4,4,444,12,1,loyal_customers,Platinum
12621,2,13689.67,467,5,5,5,555,15,1,champions,Platinum
12622,232,180.1,11,1,1,1,111,3,0,hibernating,Bronze
12623,276,305.1,18,1,2,2,122,5,0,hibernating,Bronze
12624,106,641.13,38,2,3,3,233,8,3,at_Risk,Gold
12625,212,2683.82,86,1,5,4,154,10,3,at_Risk,Gold
12626,23,6620.48,294,4,5,5,455,14,1,loyal_customers,Platinum
12627,11,4478.53,230,5,5,5,555,15,1,champions,Platinum
12628,4,786.46,41,5,3,3,533,11,2,potential_loyalists,Silver
12630,10,1270.88,64,5,4,4,544,13,2,champions,Silver
12631,57,640.5,31,3,3,3,333,9,3,need_attention,Gold
12633,59,2163.98,101,3,5,4,354,12,3,loyal_customers,Gold
12635,90,1689.18,101,2,4,4,244,10,3,at_Risk,Gold
12637,67,6021.9,390,3,5,5,355,13,1,loyal_customers,Platinum
12638,33,671.69,39,4,3,3,433,10,2,potential_loyalists,Silver
12639,239,486.1,22,1,2,2,122,5,0,hibernating,Bronze
12640,24,1174.58,53,4,4,3,443,11,3,loyal_customers,Gold
12641,115,185.9,10,2,1,1,211,4,0,hibernating,Bronze
12642,25,1013.26,47,4,4,3,443,11,3,loyal_customers,Gold
12643,128,3344.64,24,2,5,2,252,9,3,at_Risk,Gold
12644,130,477.91,31,2,2,3,223,7,3,hibernating,Gold
12645,34,1775.18,73,3,4,4,344,11,3,loyal_customers,Gold
12646,5,1346.97,45,5,4,3,543,12,2,champions,Silver
12647,22,3722.82,121,4,5,4,454,13,1,loyal_customers,Platinum
12648,155,318.05,21,2,2,2,222,6,0,hibernating,Bronze
12649,107,623.51,31,2,3,3,233,8,3,at_Risk,Gold
12650,3,314.44,20,5,2,2,522,9,2,potential_loyalists,Silver
12651,335,114.0,9,1,1,1,111,3,0,hibernating,Bronze
12652,331,919.98,48,1,3,3,133,7,3,at_Risk,Gold
12653,149,2209.85,43,2,5,3,253,10,3,at_Risk,Gold
12654,11,601.98,38,5,3,3,533,11,2,potential_loyalists,Silver
12656,17,4051.17,126,4,5,5,455,14,1,loyal_customers,Platinum
12657,11,1643.18,47,5,4,3,543,12,2,champions,Silver
12658,19,686.05,36,4,3,3,433,10,2,potential_loyalists,Silver
12659,30,91.68,5,4,1,1,411,6,0,promising,Bronze
12660,11,245.1,13,5,1,1,511,7,2,new_customers,Silver
12662,1,3849.78,230,5,5,5,555,15,1,champions,Platinum
12664,8,4881.88,37,5,5,3,553,13,1,champions,Platinum
12665,325,63.0,3,1,1,1,111,3,0,hibernating,Bronze
12667,58,620.13,33,3,3,3,333,9,3,need_attention,Gold
12668,12,3807.15,161,5,5,5,555,15,1,champions,Platinum
12669,151,2744.0299999999997,101,2,5,4,254,11,3,at_Risk,Gold
12670,10,2996.05,92,5,5,4,554,14,1,champions,Platinum
12672,330,225.89999999999998,10,1,1,1,111,3,0,hibernating,Bronze
12673,5,610.52,42,5,3,3,533,11,2,potential_loyalists,Silver
12674,39,1970.6,83,3,4,4,344,11,3,loyal_customers,Gold
12676,25,1331.39,45,4,4,3,443,11,3,loyal_customers,Gold
12678,42,17628.46,165,3,5,5,355,13,1,loyal_customers,Platinum
12679,59,1113.02,48,3,4,3,343,10,3,loyal_customers,Gold
12680,1,862.81,52,5,3,3,533,11,2,potential_loyalists,Silver
12681,15,13787.54,638,4,5,5,455,14,1,loyal_customers,Platinum
12682,4,12288.22,525,5,5,5,555,15,1,champions,Platinum
12683,4,8476.57,344,5,5,5,555,15,1,champions,Platinum
12684,8,2283.63,105,5,5,4,554,14,1,champions,Platinum
12685,28,2863.08,157,4,5,5,455,14,1,loyal_customers,Platinum
12686,372,89.14,7,1,1,1,111,3,0,hibernating,Bronze
12688,114,4873.8099999999995,171,2,5,5,255,12,3,at_Risk,Gold
12689,26,1247.61,72,4,4,4,444,12,3,loyal_customers,Gold
12690,206,389.01,16,1,2,2,122,5,0,hibernating,Bronze
12691,28,1035.8,32,4,4,3,443,11,2,loyal_customers,Silver
12693,127,855.91,39,2,3,3,233,8,3,at_Risk,Gold
12694,70,869.67,37,3,3,3,333,9,3,need_attention,Gold
12695,7,582.1,27,5,3,2,532,10,2,potential_loyalists,Silver
12697,29,957.59,41,4,4,3,443,11,3,loyal_customers,Gold
12700,8,4939.99,268,5,5,5,555,15,1,champions,Platinum
12701,80,797.71,53,2,3,3,233,8,3,at_Risk,Gold
12702,20,219.0,12,4,1,1,411,6,2,promising,Silver
12703,71,283.55,21,3,2,2,322,7,0,about_to_sleep,Bronze
12704,7,2340.84,88,5,5,4,554,14,1,champions,Platinum
12705,15,6868.29,334,4,5,5,455,14,1,loyal_customers,Platinum
12707,292,603.42,33,1,3,3,133,7,3,at_Risk,Gold
12708,30,2712.91,157,4,5,5,455,14,1,loyal_customers,Platinum
12709,15,9736.52,208,4,5,5,455,14,1,loyal_customers,Platinum
12710,97,1149.02,77,2,4,4,244,10,3,at_Risk,Gold
12712,29,4396.13,133,4,5,5,455,14,1,loyal_customers,Platinum
12713,1,848.55,38,5,3,3,533,11,2,potential_loyalists,Silver
12714,9,4708.86,259,5,5,5,555,15,1,champions,Platinum
12715,106,353.86,21,2,2,2,222,6,0,hibernating,Bronze
12716,4,1053.49,69,5,4,4,544,13,2,champions,Silver
12717,151,1030.98,55,2,4,3,243,9,3,at_Risk,Gold
12718,71,238.25,19,3,1,2,312,6,0,about_to_sleep,Bronze
12719,5,644.95,39,5,3,3,533,11,2,potential_loyalists,Silver
12720,3,5781.73,354,5,5,5,555,15,1,champions,Platinum
12721,32,2656.13,161,4,5,5,455,14,1,loyal_customers,Platinum
12722,85,997.63,53,2,4,3,243,9,3,at_Risk,Gold
12723,4,725.07,69,5,3,4,534,12,2,potential_loyalists,Silver
12724,5,1031.41,53,5,4,3,543,12,2,champions,Silver
12725,371,427.8,24,1,2,2,122,5,0,hibernating,Bronze
12726,28,2609.1,124,4,5,5,455,14,1,loyal_customers,Platinum
12727,11,3980.7,139,5,5,5,555,15,1,champions,Platinum
12728,71,836.33,46,3,3,3,333,9,3,need_attention,Gold
12729,114,453.01,26,2,2,2,222,6,0,hibernating,Bronze
12731,24,18895.91,274,4,5,5,455,14,1,loyal_customers,Platinum
12732,180,236.26000000000002,12,1,1,1,111,3,0,hibernating,Bronze
12733,234,383.95,22,1,2,2,122,5,0,hibernating,Bronze
12734,353,110.39999999999999,4,1,1,1,111,3,0,hibernating,Bronze
12735,315,779.5699999999999,43,1,3,3,133,7,3,at_Risk,Gold
12736,333,234.0,4,1,1,1,111,3,0,hibernating,Bronze
12738,372,155.35,11,1,1,1,111,3,0,hibernating,Bronze
12739,78,1013.04,38,2,4,3,243,9,3,at_Risk,Gold
12740,64,427.6,27,3,2,2,322,7,3,about_to_sleep,Gold
12743,134,546.43,134,2,3,5,235,10,3,at_Risk,Gold
12744,52,21279.29,222,3,5,5,355,13,1,loyal_customers,Platinum
12747,2,4196.01,103,5,5,4,554,14,1,champions,Platinum
12748,1,33719.73,4595,5,5,5,555,15,1,champions,Platinum
12749,4,4090.88,199,5,5,5,555,15,1,champions,Platinum
12750,129,275.88,15,2,2,2,222,6,0,hibernating,Bronze
12752,81,4366.78,53,2,5,3,253,10,3,at_Risk,Gold
12753,23,21429.39,197,4,5,5,455,14,1,loyal_customers,Platinum
12754,236,3010.74,63,1,5,4,154,10,3,at_Risk,Gold
12755,281,3811.95,4,1,5,1,151,7,0,at_Risk,Bronze
12756,87,112.07999999999998,4,2,1,1,211,4,0,hibernating,Bronze
12757,16,7857.1,371,4,5,5,455,14,1,loyal_customers,Platinum
12758,117,2791.59,97,2,5,4,254,11,3,at_Risk,Gold
12759,52,1531.44,95,3,4,4,344,11,3,loyal_customers,Gold
12762,8,1898.52,69,5,4,4,544,13,1,champions,Platinum
12763,138,494.08,18,2,3,2,232,7,0,at_Risk,Bronze
12764,317,1693.88,45,1,4,3,143,8,3,at_Risk,Gold
12766,4,6989.63,310,5,5,5,555,15,1,champions,Platinum
12769,239,1143.6,32,1,4,3,143,8,3,at_Risk,Gold
12770,211,1351.45,12,1,4,1,141,6,0,at_Risk,Bronze
12772,60,892.47,55,3,3,3,333,9,3,need_attention,Gold
12775,17,1386.04,66,4,4,4,444,12,3,loyal_customers,Gold
12778,20,822.23,50,4,3,3,433,10,2,potential_loyalists,Silver
12779,38,3981.36,149,3,5,5,355,13,1,loyal_customers,Platinum
12781,64,826.74,25,3,3,2,332,8,3,need_attention,Gold
12782,5,2330.92,103,5,5,4,554,14,1,champions,Platinum
12783,2,2225.91,84,5,5,4,554,14,1,champions,Platinum
12784,9,574.42,59,5,3,4,534,12,2,potential_loyalists,Silver
12785,364,311.95,14,1,2,1,121,4,0,hibernating,Bronze
12787,10,463.66,20,5,2,2,522,9,2,potential_loyalists,Silver
12789,65,91.85,4,3,1,1,311,5,0,about_to_sleep,Bronze
12790,192,324.92,21,1,2,2,122,5,0,hibernating,Bronze
12791,374,192.60000000000002,2,1,1,1,111,3,0,hibernating,Bronze
12792,257,400.53999999999996,25,1,2,2,122,5,0,hibernating,Bronze
12793,335,545.48,24,1,3,2,132,6,0,at_Risk,Bronze
12794,53,860.41,45,3,3,3,333,9,3,need_attention,Gold
12795,19,430.48,14,4,2,1,421,7,2,potential_loyalists,Silver
12797,366,254.03,13,1,2,1,121,4,0,hibernating,Bronze
12798,10,6977.04,8,5,5,1,551,11,2,champions,Silver
12802,187,427.58,25,1,2,2,122,5,0,hibernating,Bronze
12808,37,483.65000000000003,28,3,2,2,322,7,2,about_to_sleep,Silver
12809,178,489.31,25,2,2,2,222,6,0,hibernating,Bronze
12811,261,514.85,31,1,3,3,133,7,0,at_Risk,Bronze
12812,45,229.64000000000001,15,3,1,2,312,6,0,about_to_sleep,Bronze
12814,102,125.92,2,2,1,1,211,4,0,hibernating,Bronze
12815,148,1063.46,47,2,4,3,243,9,3,at_Risk,Gold
12816,96,572.2,29,2,3,2,232,7,3,at_Risk,Gold
12817,281,166.04,4,1,1,1,111,3,0,hibernating,Bronze
12818,262,1542.08,14,1,4,1,141,6,3,at_Risk,Gold
12820,3,942.34,59,5,4,4,544,13,2,champions,Silver
12821,214,92.72,6,1,1,1,111,3,0,hibernating,Bronze
12822,71,948.88,46,3,4,3,343,10,3,loyal_customers,Gold
12823,75,1759.5,5,2,4,1,241,7,0,at_Risk,Bronze
12824,60,397.12,25,3,2,2,322,7,0,about_to_sleep,Bronze
12826,3,1474.72,91,5,4,4,544,13,1,champions,Platinum
12827,6,430.15000000000003,25,5,2,2,522,9,2,potential_loyalists,Silver
12828,3,1018.71,56,5,4,3,543,12,2,champions,Silver
12829,337,293.0,11,1,2,1,121,4,0,hibernating,Bronze
12830,38,6814.64,38,3,5,3,353,11,3,loyal_customers,Gold
12831,262,215.05,9,1,1,1,111,3,0,hibernating,Bronze
12832,32,383.03,27,4,2,2,422,8,2,potential_loyalists,Silver
12833,145,417.38,24,2,2,2,222,6,0,hibernating,Bronze
12834,283,312.38,18,1,2,2,122,5,0,hibernating,Bronze
12836,59,2612.86,175,3,5,5,355,13,3,loyal_customers,Gold
12837,173,134.1,12,2,1,1,211,4,0,hibernating,Bronze
12838,34,683.13,123,3,3,5,335,11,3,need_attention,Gold
12839,3,5591.42,314,5,5,5,555,15,1,champions,Platinum
12840,144,2726.77,113,2,5,4,254,11,3,at_Risk,Gold
12841,5,4022.35,420,5,5,5,555,15,1,champions,Platinum
12842,70,1118.99,34,3,4,3,343,10,3,loyal_customers,Gold
12843,66,1702.26,103,3,4,4,344,11,3,loyal_customers,Gold
12844,29,325.96000000000004,52,4,2,3,423,9,2,potential_loyalists,Silver
12845,267,354.09,27,1,2,2,122,5,0,hibernating,Bronze
12847,22,871.54,91,4,3,4,434,11,3,potential_loyalists,Gold
12849,31,1050.8899999999999,51,4,4,3,443,11,3,loyal_customers,Gold
12851,97,135.18,50,2,1,3,213,6,0,hibernating,Bronze
12852,295,311.55,17,1,2,2,122,5,0,hibernating,Bronze
12853,135,1957.1000000000001,78,2,4,4,244,10,3,at_Risk,Gold
12854,79,1324.5,110,2,4,4,244,10,3,at_Risk,Gold
12855,373,38.1,3,1,1,1,111,3,0,hibernating,Bronze
12856,8,2179.93,314,5,5,5,555,15,1,champions,Platinum
